Revenue,Resources,1900765890,27.11.2013,60 Dodnor Lane rechargeable,Gas,189.23,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760450,20.11.2013,Rew Valley Sports Centre Management,Gas,137.05,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900760451,20.11.2013,Ryde Library,Gas,208.93,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900760462,20.11.2013,Ventnor Library,Gas,121.69,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900760017,13.11.2013,Ventnor Library,Gas,55.90,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760022,13.11.2013,Medina Leisure Centre,Gas,"4,285.16",SOUTHERN ELECTRIC
Revenue,Childrens Services,1900759886,13.11.2013,Beaulieu House,Gas,223.01,SOUTHERN ELECTRIC
Revenue,Childrens Services,1900759887,13.11.2013,Beaulieu House,Gas,206.96,SOUTHERN ELECTRIC
Revenue,Resources,1900759872,13.11.2013,60 Dodnor Lane rechargeable,Gas,133.64,SOUTHERN ELECTRIC
Revenue,Resources,1900759876,13.11.2013,60 Dodnor Lane rechargeable,Gas,105.74,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759877,13.11.2013,Archives,Gas,24.03,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759879,13.11.2013,Archives,Gas,34.18,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759736,13.11.2013,Ryde Library,Gas,106.40,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900759739,13.11.2013,Rew Valley Sports Centre Management,Gas,124.35,SOUTHERN ELECTRIC
Revenue,Resources,1900759859,13.11.2013,"Atkinson Drive, Newport",Gas,75.30,SOUTHERN ELECTRIC
Revenue,Resources,1900759860,13.11.2013,"Atkinson Drive, Newport",Gas,74.32,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900754274,08.11.2013,Medina Leisure Centre,Gas,"4,357.85",SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900754278,08.11.2013,Highmead,Gas,763.09,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900754279,08.11.2013,Highmead,Gas,722.36,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759735,13.11.2013,Freshwater West Wight Library,Gas,34.18,SOUTHERN ELECTRIC
Revenue,Childrens Services,1700048460,13.11.2013,Beaulieu House,Gas,-223.01,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1700048464,13.11.2013,Ventnor Library,Gas,-74.30,SOUTHERN ELECTRIC
Revenue,Resources,1700048456,13.11.2013,60 Dodnor Lane rechargeable,Gas,-133.64,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1700048457,13.11.2013,Archives,Gas,-24.03,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1700048446,13.11.2013,Freshwater West Wight Library,Gas,-18.45,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1700048447,13.11.2013,Ryde Library,Gas,-152.80,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048449,13.11.2013,Rew Valley Sports Centre Management,Gas,-130.01,SOUTHERN ELECTRIC
Revenue,Resources,1700048451,13.11.2013,"Atkinson Drive, Newport",Gas,-75.30,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900765847,27.11.2013,Cowes Library,Electricity,461.48,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765848,27.11.2013,Public Conveniences - General,Electricity,52.42,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765849,27.11.2013,Public Conveniences - General,Electricity,33.04,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765852,27.11.2013,Ryde Concessions,Electricity,18.49,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765853,27.11.2013,Parks Maintenance Miscellaneous,Electricity,52.77,SOUTHERN ELECTRIC
Revenue,Corporate,1900765855,27.11.2013,BSIP savings,Electricity,5.47,SOUTHERN ELECTRIC
Revenue,Corporate,1900765856,27.11.2013,BSIP savings,Electricity,5.47,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765895,27.11.2013,Ryde Concessions,Electricity,17.53,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765896,27.11.2013,Ryde Concessions,Electricity,17.53,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765897,27.11.2013,Public Conveniences - General,Electricity,18.52,SOUTHERN ELECTRIC
Revenue,Resources,1900765924,27.11.2013,Administrative Buildings,Electricity,737.34,SOUTHERN ELECTRIC
Revenue,Childrens Services,1900765930,27.11.2013,Family Information Zone,Electricity,36.98,SOUTHERN ELECTRIC
Revenue,Resources,1900765932,27.11.2013,Administrative Buildings,Electricity,468.75,SOUTHERN ELECTRIC
Revenue,Childrens Services,1900765934,27.11.2013,Family Information Zone,Electricity,139.28,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900766061,27.11.2013,Crematorium,Electricity,"1,137.72",SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900766080,29.11.2013,Public Conveniences - General,Electricity,134.78,SOUTHERN ELECTRIC
Revenue,Corporate,1900766087,29.11.2013,BSIP savings,Electricity,78.28,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900766088,29.11.2013,Public Conveniences - General,Electricity,141.01,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900766095,29.11.2013,Public Conveniences - General,Electricity,79.24,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760035,13.11.2013,Public Conveniences - General,Electricity,2.64,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760039,13.11.2013,Public Conveniences - General,Electricity,80.37,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760047,13.11.2013,School Reorganisation Consultation Costs,Electricity,116.69,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760050,13.11.2013,Public Conveniences - General,Electricity,13.03,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760053,13.11.2013,Public Conveniences - General,Electricity,19.70,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760066,20.11.2013,Public Conveniences - General,Electricity,22.30,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760413,20.11.2013,The Bay Primary School Disposal,Electricity,445.25,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900753684,01.11.2013,Old Cowes Enterprise College,Electricity,432.33,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900753685,01.11.2013,Old Cowes Enterprise College,Electricity,260.97,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900753688,01.11.2013,Broadlea Primary School - Berry Hill site,Electricity,403.75,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048523,20.11.2013,Parks Maintenance Miscellaneous,Electricity,-18.61,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048524,20.11.2013,Parks Maintenance Miscellaneous,Electricity,-18.61,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048526,20.11.2013,Parks Maintenance Miscellaneous,Electricity,-19.67,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048550,27.11.2013,Ryde Concessions,Electricity,-38.45,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048551,27.11.2013,Ryde Concessions,Electricity,-17.53,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900753692,01.11.2013,Public Conveniences - General,Electricity,78.08,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900754258,08.11.2013,Roman Villa Newport,Electricity,208.26,SOUTHERN ELECTRIC
Revenue,Resources,1900754276,08.11.2013,Avenue Road Freshwater,Electricity,9.90,SOUTHERN ELECTRIC
Revenue,Resources,1900754277,08.11.2013,Avenue Road Freshwater,Electricity,23.72,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048413,01.11.2013,Old Cowes Enterprise College,Gas,-271.43,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048438,08.11.2013,Old Cowes Enterprise College,Gas,-108.46,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048441,08.11.2013,Broadlea Primary School - Berry Hill site,Gas,-129.82,SOUTHERN ELECTRIC
Revenue,Resources,1900765907,27.11.2013,60 Dodnor Lane rechargeable,Gas,208.41,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900765900,27.11.2013,Highways PFI Project,Gas,109.77,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760529,20.11.2013,Old Cowes Enterprise College,Gas,34.98,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760466,20.11.2013,The Bay Primary School Disposal,Gas,748.76,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760061,13.11.2013,Old Cowes Enterprise College,Gas,72.21,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760440,20.11.2013,Broadlea Primary School - Berry Hill site,Gas,345.18,SOUTHERN ELECTRIC
Revenue,Resources,1900760058,13.11.2013,60 Dodnor Lane rechargeable,Gas,100.47,SOUTHERN ELECTRIC
Revenue,Resources,1900760059,13.11.2013,60 Dodnor Lane rechargeable,Gas,109.40,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760060,13.11.2013,Old Cowes Enterprise College,Gas,63.81,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900760052,13.11.2013,Plean Dene,Gas,"1,886.57",SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760034,13.11.2013,The Heights,Gas,"3,448.25",SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760020,13.11.2013,Crematorium,Gas,"2,804.13",SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759883,13.11.2013,Archaeology,Gas,32.39,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1900759882,13.11.2013,Archaeology,Gas,45.39,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900759865,13.11.2013,Highways PFI Project,Gas,97.87,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900759868,13.11.2013,Highways PFI Project,Gas,83.86,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900754259,08.11.2013,Old Cowes Enterprise College,Gas,133.45,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900754275,08.11.2013,Broadlea Primary School - Berry Hill site,Gas,141.16,SOUTHERN ELECTRIC
Revenue,Resources,1700048472,13.11.2013,60 Dodnor Lane rechargeable,Gas,-109.40,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048473,13.11.2013,Old Cowes Enterprise College,Gas,-72.21,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1700048454,13.11.2013,Highways PFI Project,Gas,-97.87,SOUTHERN ELECTRIC
Revenue,Community Wellbeing & Social Care,1700048458,13.11.2013,Archaeology,Gas,-32.39,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760435,20.11.2013,Puckpool Park Amusements,Electricity,150.78,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760436,20.11.2013,Public Conveniences - General,Electricity,120.84,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760442,20.11.2013,Public Conveniences - General,Electricity,385.51,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760444,20.11.2013,Public Conveniences - General,Electricity,171.82,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760447,20.11.2013,Puckpool Park Amusements,Electricity,18.50,SOUTHERN ELECTRIC
Revenue,Resources,1900760448,20.11.2013,Avenue Road Freshwater,Electricity,4.05,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760452,20.11.2013,Ryde Paddling Pool,Electricity,742.72,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760453,20.11.2013,Public Conveniences - General,Electricity,63.00,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760454,20.11.2013,Parks Maintenance Miscellaneous,Electricity,29.27,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760467,20.11.2013,Parks Maintenance Miscellaneous,Electricity,19.67,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760468,20.11.2013,Parks Maintenance Miscellaneous,Electricity,17.53,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760470,20.11.2013,Parks Maintenance Miscellaneous,Electricity,17.53,SOUTHERN ELECTRIC
Revenue,Economy & Environment,1900760502,20.11.2013,Parks Maintenance Miscellaneous,Electricity,18.45,SOUTHERN ELECTRIC
Revenue,Childrens Services,1900760705,20.11.2013,Youth- Ventnor,Electricity,458.07,SOUTHERN ELECTRIC
Revenue,Childrens Services,1900766439,29.11.2013,Support for Looked After Children,Support Children,50.00,SOUTHERN HEALTH NHS
Revenue,Childrens Services,1900765629,22.11.2013,Support for Looked After Children,Support Children,50.00,SOUTHERN HEALTH NHS
Revenue,Childrens Services,1900760302,15.11.2013,Support for Looked After Children,Support Children,50.00,SOUTHERN HEALTH NHS
Revenue,Childrens Services,1900759684,08.11.2013,Support for Looked After Children,Support Children,50.00,SOUTHERN HEALTH NHS
Revenue,Community Wellbeing & Social Care,1900754250,08.11.2013,Public Libraries Central,Purchase of Books,30.00,SOUTHERN HISTORY SOCIETY
Revenue,Community Wellbeing & Social Care,1900765883,27.11.2013,Adelaide Resource Centre,Water and Sewerage,972.61,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765882,27.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,15.32,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765884,27.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,13.12,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760009,13.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,90.13,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760010,13.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,12.75,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760011,13.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,12.75,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760006,13.11.2013,Beach Safety & Inspection / Beach Awards,Water and Sewerage,57.10,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760068,15.11.2013,Old Cowes Enterprise College,Water and Sewerage,107.71,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754252,08.11.2013,Canoe Lake Boats,Water and Sewerage,181.10,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754254,08.11.2013,Cemeteries-Ventnor,Water and Sewerage,400.80,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760411,20.11.2013,Deputy Chief Fire Office,Water and Sewerage,86.42,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754257,08.11.2013,Deputy Chief Fire Office,Water and Sewerage,400.75,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900760076,15.11.2013,Dinosaur Isle Museum (Sandown Geology),Water and Sewerage,845.55,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753771,01.11.2013,Eastern Esplanade Ryde - Water A/C,Water and Sewerage,"3,132.86",SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900766072,29.11.2013,Gouldings Resource Centre,Water and Sewerage,"1,844.66",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765843,27.11.2013,Haylands Primary School Playstreet Lane,Water and Sewerage,735.01,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760014,13.11.2013,Love Lane Primary School PO31 7ET,Water and Sewerage,867.15,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900760013,13.11.2013,Mental Health Day Services,Water and Sewerage,71.72,SOUTHERN WATER AUTHORITY
Revenue,Resources,1900766071,29.11.2013,Properties Industrial Estates,Water and Sewerage,62.35,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900765886,27.11.2013,Overbrook,Water and Sewerage,221.51,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760007,13.11.2013,Parks and Gardens Misc Equip & Works,Water and Sewerage,14.85,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900754255,08.11.2013,Sandown Library,Water and Sewerage,94.71,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900766077,29.11.2013,Saxonbury,Water and Sewerage,401.39,SOUTHERN WATER AUTHORITY
Revenue,Resources,1900760078,15.11.2013,Properties Industrial Estates,Water and Sewerage,590.11,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765887,27.11.2013,St Francis Primary School Trinity Rd - St Wildreds,Water and Sewerage,37.99,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765888,27.11.2013,St Francis Primary School Trinity Rd - St Wildreds,Water and Sewerage,21.59,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765844,27.11.2013,St Francis Primary School Trinity Rd - St Wildreds,Water and Sewerage,160.46,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900765885,27.11.2013,St Francis Primary School Trinity Rd - St Wildreds,Water and Sewerage,27.44,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754252,08.11.2013,Waterside pool,Water and Sewerage,591.59,SOUTHERN WATER AUTHORITY
Revenue,Childrens Services,1900765889,27.11.2013,Youth- Wootton,Water and Sewerage,23.25,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1700048476,15.11.2013,Sandown Town Hall,Water and Sewerage,-33.88,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1700048549,27.11.2013,Old Cowes Enterprise College,Water and Sewerage,-28.01,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760495,20.11.2013,Wyevale - Grounds Maintenance,Water and Sewerage,860.61,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900760069,15.11.2013,40 Venner Avenue,Water and Sewerage,279.29,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760071,15.11.2013,Sandown Town Hall,Water and Sewerage,17.12,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760072,15.11.2013,Old Cowes Enterprise College,Water and Sewerage,40.24,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900759911,13.11.2013,Medina Leisure Centre,Water and Sewerage,"6,617.00",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754253,08.11.2013,Wyevale - Grounds Maintenance,Water and Sewerage,80.15,SOUTHERN WATER AUTHORITY
Revenue,Resources,1900753769,01.11.2013,Properties Industrial Estates,Water and Sewerage,155.88,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1700048474,15.11.2013,Public Conveniences - General,Water and Sewerage,-332.88,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1700048475,15.11.2013,Public Conveniences - General,Water and Sewerage,-8.15,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753768,01.11.2013,Public Conveniences - General,Water and Sewerage,"1,791.59",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753765,01.11.2013,Public Conveniences - General,Water and Sewerage,110.35,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900766073,29.11.2013,Public Conveniences - General,Water and Sewerage,334.97,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900766074,29.11.2013,Public Conveniences - General,Water and Sewerage,171.00,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900766075,29.11.2013,Public Conveniences - General,Water and Sewerage,201.26,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900766076,29.11.2013,Public Conveniences - General,Water and Sewerage,272.92,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900766067,29.11.2013,Public Conveniences - General,Water and Sewerage,132.50,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760443,20.11.2013,Public Conveniences - General,Water and Sewerage,241.62,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760461,20.11.2013,John O’Conner Grounds Maintenance Contract,Water and Sewerage,13.22,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760522,20.11.2013,Public Conveniences - General,Water and Sewerage,374.71,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760523,20.11.2013,Public Conveniences - General,Water and Sewerage,"1,058.29",SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1900760527,20.11.2013,31 Carter Avenue,Water and Sewerage,8.45,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760074,15.11.2013,Public Conveniences - General,Water and Sewerage,98.84,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760075,15.11.2013,Public Conveniences - General,Water and Sewerage,268.79,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760412,20.11.2013,The Heights,Water and Sewerage,877.35,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760070,15.11.2013,Public Conveniences - General,Water and Sewerage,84.79,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760073,15.11.2013,Public Conveniences - General,Water and Sewerage,168.04,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760012,13.11.2013,Public Conveniences - General,Water and Sewerage,"2,546.13",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900759942,13.11.2013,Public Conveniences - General,Water and Sewerage,"1,110.57",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760004,13.11.2013,Public Conveniences - General,Water and Sewerage,292.40,SOUTHERN WATER AUTHORITY
Revenue,Childrens Services,1900760005,13.11.2013,Island Youth Water Activity Centre,Water and Sewerage,17.44,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900760008,13.11.2013,Public Conveniences - General,Water and Sewerage,"1,297.19",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754256,08.11.2013,Old Cowes Enterprise College,Water and Sewerage,104.13,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900759737,13.11.2013,Public Conveniences - General,Water and Sewerage,"1,494.86",SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900759738,13.11.2013,Allotments,Water and Sewerage,196.91,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900759910,13.11.2013,Public Conveniences - General,Water and Sewerage,304.89,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754252,08.11.2013,John O’Conner Grounds Maintenance Contract,Water and Sewerage,120.73,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900754252,08.11.2013,Ryde Concessions,Water and Sewerage,313.91,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753766,01.11.2013,Public Conveniences - General,Water and Sewerage,681.38,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753770,01.11.2013,Public Conveniences - General,Water and Sewerage,63.93,SOUTHERN WATER AUTHORITY
Revenue,Economy & Environment,1900753950,06.11.2013,Public Conveniences - General,Water and Sewerage,262.23,SOUTHERN WATER AUTHORITY
Revenue,Community Wellbeing & Social Care,1700048431,06.11.2013,Elderly Frail Residential Care,Provider Refunds,"-2,212.16",SSAFA FORCES HELP
Revenue,Childrens Services,1900760424,20.11.2013,Foundation Learning (14-19),Grants to External Bodies,"2,000.00",ST GEORGE'S SCHOOL
Revenue,Resources,1900766056,27.11.2013,Coroner,Payment to Private Contractors,67.50,ST HELENS MEDICAL CENTRE
Revenue,Resources,1900760499,20.11.2013,Coroner,Payment to Private Contractors,67.50,ST HELENS MEDICAL CENTRE
Revenue,Corporate,1900753975,06.11.2013,Balance Sheet,EMH Lottery Pay Deductions,169.26,STERLING MANAGEMENT CENTRE LTD
Revenue,Economy & Environment,1900766437,29.11.2013,Planning Applications,Fees & Charges (Non Discretionary),110.00,STEVE PORTER TRANSPORT LTD
Revenue,Childrens Services,1900760044,13.11.2013,Schools Supply Insurance Scheme,Order Settlement,462.00,SUMMERFIELDS PRIMARY SCHOOL
Revenue,Childrens Services,1900765393,22.11.2013,Children placed with Family & Friends,Boarding Out Allowances,327.88,REDACTED PERSONAL DATA
Capital,Childrens Services,1900766438,29.11.2013,In-house Fostering,Boarding Out Allowances,316.20,REDACTED PERSONAL DATA
Revenue,Childrens Services,1900765401,22.11.2013,In-house Fostering,Boarding Out Allowances,363.58,REDACTED PERSONAL DATA
Revenue,Childrens Services,1900766441,29.11.2013,In-house Fostering,Support Children,54.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,1900760516,20.11.2013,Support for Looked After Children,Transport of Clients,51.84,REDACTED PERSONAL DATA
Capital,Childrens Services,1700048502,15.11.2013,In-house Fostering,Boarding Out Allowances,-362.04,REDACTED PERSONAL DATA
Capital,Childrens Services,1900765449,22.11.2013,In-house Fostering,Boarding Out Allowances,260.40,REDACTED PERSONAL DATA
Capital,Childrens Services,1900759875,13.11.2013,In-house Fostering,Regular Respite Care,20.00,REDACTED PERSONAL DATA
Revenue,Economy & Environment,1900753971,06.11.2013,Medina Theatre,Order Settlement,"1,672.96",TALON MUSIC LIMITED
Revenue,Economy & Environment,1900765643,22.11.2013,Medina Theatre,Order Settlement,"3,000.00",THAT'S ENTERTAINMENT PRODUCTIONS
Revenue,Childrens Services,1900760425,20.11.2013,Adelaide & Gouldings Fixtures & Fittings,Capital Grants,"11,550.00",THE BRIARS RESIDENTIAL HOME
Revenue,Community Wellbeing & Social Care,1700048423,06.11.2013,Elderly Frail Residential Care,Provider Refunds,-499.52,THE BRIARS RESIDENTIAL HOME
Revenue,Community Wellbeing & Social Care,1700048403,06.11.2013,Elderly Mentally Ill Residential Care,Provider Refunds,-713.60,THE CROFT (RCH) LTD
Revenue,Corporate,1900753976,06.11.2013,Balance Sheet,Fire Brigade Lottery Pay Deductions,452.68,THE FIREFIGHTERS CHARITY
Revenue,Economy & Environment,1900765637,22.11.2013,Leader 2009/13 Grant Claims,Grants to External Bodies,"2,534.21",THE ISLAND BAKERS
Revenue,Childrens Services,1900759724,08.11.2013,Adelaide & Gouldings Fixtures & Fittings,Capital Grants,"11,500.00",THE LIMES TRUST
Revenue,Community Wellbeing & Social Care,1900765457,27.11.2013,Physical Disability Residential Care,Charges from Independent Providers,255.60,THE MOORINGS
Revenue,Community Wellbeing & Social Care,1700048532,27.11.2013,REDACTED PERSONAL DATA,Order Settlement,"-2,428.40",THE MOORINGS
Revenue,Childrens Services,1900759730,08.11.2013,Adelaide & Gouldings Fixtures & Fittings,Capital Grants,"10,383.00",THE MOORINGS
Revenue,Community Wellbeing & Social Care,1700048534,27.11.2013,Elderly Frail Residential Care,Provider Refunds,-811.30,THE MOORINGS
Revenue,Community Wellbeing & Social Care,1700048478,27.11.2013,Elderly Mentally Ill Residential Care,Provider Refunds,"-1,813.36",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048375,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"-3,244.96",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048554,27.11.2013,REDACTED PERSONAL DATA,Order Settlement,"-2,566.04",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048566,27.11.2013,Elderly Mentally Ill Nursing Island,Provider Refunds,"-7,062.56",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048508,27.11.2013,Elderly Frail Nursing Island,Provider Refunds,"-2,481.44",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048432,06.11.2013,Elderly Frail Nursing Island,Provider Refunds,"-2,290.56",THE ORCHARD HOUSE CARE HOME
